D#COD_IBGE,cS#UF,cS#REGIAO,C#IDHM_RENDA_2000,C#PERCAPITA,D#POPULAÇÃO,cS#PERIODICIDADE DAS SESSÕES,D#PROJETOS DE LEI APRESENTADOS
5216007,RS,SUL, 0.64,8915.37,2683,QUINZENAL,2
5107008,MG,SUDESTE, 0.64,8923.69,5432,SEMANAL,0
3508009,PR,SUL, 0.64,8931.28,13395,SEMANAL,5
4323457,RJ,SUDESTE, 0.64,89659.9,27682,QUINZENAL,4
4306502,MS,CENTRO-OESTE, 0.64,9018.94,7955,SEMANAL,0
5007505,RS,SUL, 0.64,9028.68,15311,SEMANAL,8
5106828,SC,SUL, 0.64,9041.25,1696,DIÁRIO,0
4317954,RS,SUL, 0.64,9058.23,2495,SEMANAL,1
3161700,PR,SUL, 0.64,9076.17,3992,SEMANAL,3
4116109,SC,SUL, 0.64,9107.72,2561,SEMANAL,3
3305000,RS,SUL, 0.64,9199.39,3533,SEMANAL,3
5000807,RS,SUL, 0.64,9200.86,23718,QUINZENAL,10
4302907,SC,SUL, 0.64,9280.28,5168,SEMANAL,0
4215695,RS,SUL, 0.64,9283.28,6721,QUINZENAL,3
4310751,PR,SUL, 0.64,9305.46,6173,SEMANAL,0
4119707,SP,SUDESTE, 0.64,9332.83,3743,QUINZENAL,5
4204194,RS,SUL, 0.64,9354.54,15180,QUINZENAL,0
4312443,RS,SUL, 0.64,9360.78,4770,QUINZENAL,3
4304663,GO,CENTRO-OESTE, 0.64,9527.32,3307,SEMANAL,1
4213302,SC,SUL, 0.64,9609.72,2046,SEMANAL,0
4304002,MS,CENTRO-OESTE, 0.64,9684.19,8535,SEMANAL,4
4103206,SP,SUDESTE, 0.64,9718.74,3411,QUINZENAL,0
3532207,ES,SUDESTE, 0.64,9750.74,53452,SEMANAL,2
4306007,RS,SUL, 0.64,9863.47,5592,QUINZENAL,3
4303202,RS,SUL, 0.64,9875.26,4718,,
5215652,PR,SUL, 0.64,9886.04,6282,SEMANAL,0
4202537,PR,SUL, 0.64,9930.49,3949,SEMANAL,
5006408,GO,CENTRO-OESTE, 0.64,,5279,MENSAL,2
3502408,ES,SUDESTE, 0.64,,10910,SEMANAL,0
3205101,GO,CENTRO-OESTE, 0.64,,4358,SEMANAL,1
4301800,PR,SUL, 0.64,,6959,SEMANAL,2
4313425,PR,SUL, 0.64,,6500,SEMANAL,0
4126900,RJ,SUDESTE, 0.64,,13674,SEMANAL,0
4128658,MG,SUDESTE, 0.64,,3827,,
5103007,SC,SUL, 0.65,8230,6906,SEMANAL,6
4305405,RS,SUL, 0.65,10034.11,4297,SEMANAL,0
3122900,PR,SUL, 0.65,10060.68,9651,SEMANAL,1
5209150,SP,SUDESTE, 0.65,10071.12,14247,SEMANAL,2
5209606,MG,SUDESTE, 0.65,10223.34,3791,QUINZENAL,
4120309,GO,CENTRO-OESTE, 0.65,10227.6,6342,MENSAL,0
4125555,PR,SUL, 0.65,10327.97,13081,SEMANAL,0
4128005,SP,SUDESTE, 0.65,10459.92,5584,QUINZENAL,2
4305132,RS,SUL, 0.65,10503.5,7212,SEMANAL,1
4128559,MT,CENTRO-OESTE, 0.65,10533.87,12665,QUINZENAL,3
3510302,GO,CENTRO-OESTE, 0.65,10544.98,7991,MENSAL,3
3132602,RS,SUL, 0.65,10622.72,5651,SEMESTRAL,
5211701,RS,SUL, 0.65,10690.99,10210,SEMANAL,6
4101705,RS,SUL, 0.65,10741.47,4109,QUINZENAL,4
3542701,SP,SUDESTE, 0.65,10754.46,6888,QUINZENAL,5
4314027,RS,SUL, 0.65,10841.7,8435,SEMANAL,3
5105507,SP,SUDESTE, 0.65,10942.23,1623,QUINZENAL,4
5213707,RS,SUL, 0.65,10971.84,7092,QUINZENAL,3
4312203,MS,CENTRO-OESTE, 0.65,10995.73,17045,SEMANAL,3
4320677,RS,SUL, 0.65,11191.19,6329,QUINZENAL,4
4319703,SC,SUL, 0.65,11268.23,10923,SEMANAL,1
3550506,GO,CENTRO-OESTE, 0.65,11404.45,11061,SEMANAL,8
4305900,PR,SUL, 0.65,11633.55,5258,SEMANAL,2
3513850,SP,SUDESTE, 0.65,11730.18,2154,QUINZENAL,4
4304309,MS,CENTRO-OESTE, 0.65,11780.44,6085,SEMANAL,0
5004502,PR,SUL, 0.65,11905.68,4197,SEMANAL,7
4306734,RS,SUL, 0.65,11932.67,3691,TRIMESTRAL,8
4208708,PR,SUL, 0.65,11958.16,9071,SEMANAL,1
5214838,RS,SUL, 0.65,12389.69,1768,QUINZENAL,3
4116950,RS,SUL, 0.65,12429.99,3208,QUINZENAL,0
3527504,PR,SUL, 0.65,12562.28,4126,SEMANAL,12
5007802,RS,SUL, 0.65,12624.55,3104,QUINZENAL,1
4121307,SP,SUDESTE, 0.65,12659.73,4156,QUINZENAL,1
4307815,RS,SUL, 0.65,12882.45,8284,SEMANAL,0
4114906,RS,SUL, 0.65,12902.89,3710,SEMANAL,1
4312625,MS,CENTRO-OESTE, 0.65,130.52,6425,SEMANAL,115
4320230,RS,SUL, 0.65,13055.96,2503,QUINZENAL,2
4123824,RS,SUL, 0.65,13089.13,2921,SEMANAL,6
4318622,SP,SUDESTE, 0.65,13405.77,1861,QUINZENAL,5
3555505,RS,SUL, 0.65,13472.84,2435,SEMANAL,2
4311155,RS,SUL, 0.65,13517.19,10558,SEMANAL,3
4322327,MT,CENTRO-OESTE, 0.65,13519.11,3426,SEMANAL,2
5001508,PR,SUL, 0.65,13531.84,8755,SEMANAL,6
4314456,MG,SUDESTE, 0.65,13665.53,4701,,3
4321329,PR,SUL, 0.65,13703.36,8134,,4
3503950,MG,SUDESTE, 0.65,13732.26,4140,QUINZENAL,3
4312427,SP,SUDESTE, 0.65,13941.44,4220,QUINZENAL,3
4322533,SP,SUDESTE, 0.65,14115.48,2695,QUINZENAL,4
5101001,PR,SUL, 0.65,14321.8,5045,SEMANAL,0
4108205,SC,SUL, 0.65,14653.31,2133,SEMANAL,4
3170750,RS,SUL, 0.65,14653.63,3057,SEMANAL,14
4112959,PR,SUL, 0.65,14778.84,4440,QUINZENAL,1
3134509,GO,CENTRO-OESTE, 0.65,15020.7,33608,SEMANAL,8
3555356,RS,SUL, 0.65,15109.67,3246,SEMANAL,7
3547403,GO,CENTRO-OESTE, 0.65,15776.02,14673,SEMANAL,10
4126108,PR,SUL, 0.65,16516.23,4212,,2
4212056,PR,SUL, 0.65,16812.91,2418,SEMANAL,0
4322525,PA,NORTE, 0.65,16834.53,3796,QUINZENAL,6
4113403,PR,SUL, 0.65,17074.51,3107,SEMANAL,4
5213087,MT,CENTRO-OESTE, 0.65,17447.45,13611,QUINZENAL,12
4319125,SP,SUDESTE, 0.65,17485.28,2195,QUINZENAL,1
5204409,SP,SUDESTE, 0.65,17552.32,2790,QUINZENAL,2
4110409,SP,SUDESTE, 0.65,17552.44,1947,MENSAL,3
4119657,PR,SUL, 0.65,17582.52,4759,SEMANAL,2
1507755,SC,SUL, 0.65,18537.75,3221,SEMANAL,8
4103024,RS,SUL, 0.65,18586.36,5521,MENSAL,0
5106372,SP,SUDESTE, 0.65,19933.73,1379,QUINZENAL,1
3529104,GO,CENTRO-OESTE, 0.65,2118.08,74380,QUINZENAL,38
3552551,MT,CENTRO-OESTE, 0.65,21641.14,3130,QUINZENAL,0
3557154,PA,NORTE, 0.65,2240.55,15118,,
4106704,SP,SUDESTE, 0.65,22779.21,3127,QUINZENAL,1
4213351,SC,SUL, 0.65,22941.8,4404,SEMANAL,1
4307401,MG,SUDESTE, 0.65,2471.22,14289,QUINZENAL,20
3547650,PR,SUL, 0.65,26683.98,17760,SEMANAL,4
5215231,MG,SUDESTE, 0.65,2755.3,11652,QUINZENAL,10
1506302,GO,CENTRO-OESTE, 0.65,2827.91,16592,SEMANAL,41
3153905,MG,SUDESTE, 0.65,2867.16,5128,,
3169208,BA,NORDESTE, 0.65,2910.57,95721,SEMANAL,112
5201702,MG,SUDESTE, 0.65,29141.02,3759,SEMANAL,8
3165578,AM,NORTE, 0.65,2923.23,17394,SEMANAL,3
2925303,MA,NORDESTE, 0.65,2945.11,230566,MENSAL,5
1303536,PE,NORDESTE, 0.65,3060.13,21800,SEMANAL,9
2105302,MS,CENTRO-OESTE, 0.65,30608.43,3679,SEMANAL,
5108105,GO,CENTRO-OESTE, 0.65,3065.51,5353,SEMANAL,0
3516101,MG,SUDESTE, 0.65,31755.41,16389,SEMANAL,12
4219606,MG,SUDESTE, 0.65,3307.91,5473,QUINZENAL,2
4114401,PA,NORTE, 0.65,3380.85,393569,,72
3126307,MG,SUDESTE, 0.65,3434.38,4367,QUINZENAL,2
2615409,TO,NORTE, 0.65,3460.86,44991,QUINZENAL,20
5203559,ES,SUDESTE, 0.65,3467.05,11687,QUINZENAL,2
3122504,MG,SUDESTE, 0.65,3506.57,8458,MENSAL,0
1500800,MG,SUDESTE, 0.65,3576.74,6391,QUINZENAL,15
3110103,ES,SUDESTE, 0.65,3633.06,13875,QUINZENAL,6
1718204,MG,SUDESTE, 0.65,3650.83,11140,QUINZENAL,2
3201159,MG,SUDESTE, 0.65,3674.35,14607,,
3153509,MG,SUDESTE, 0.65,3675.76,24546,SEMANAL,1
3134301,MG,SUDESTE, 0.65,3682.79,12479,DIÁRIO,5
3205176,MG,SUDESTE, 0.65,3684.7,4823,,
3151305,MG,SUDESTE, 0.65,3685.01,7399,SEMANAL,6
3139904,MG,SUDESTE, 0.65,3693.57,15708,DIÁRIO,2
3119104,MG,SUDESTE, 0.65,3709.42,13620,QUINZENAL,4
3142205,MG,SUDESTE, 0.65,3789.79,13765,SEMANAL,2
3135902,PR,SUL, 0.65,3800.5,62877,SEMANAL,29
3151008,MG,SUDESTE, 0.65,3992.68,5664,QUINZENAL,0
3138609,ES,SUDESTE, 0.65,4013.18,9924,SEMANAL,45
3128105,GO,CENTRO-OESTE, 0.65,4021.72,9909,SEMANAL,3
3120805,PR,SUL, 0.65,4132.1,71422,SEMANAL,20
4107652,MG,SUDESTE, 0.65,4188.57,24287,QUINZENAL,5
3111903,GO,CENTRO-OESTE, 0.65,4205.49,10381,SEMANAL,6
5000252,SP,SUDESTE, 0.65,4234.56,2837,QUINZENAL,13
3136652,MG,SUDESTE, 0.65,4238.21,6561,QUINZENAL,
3203353,MT,CENTRO-OESTE, 0.65,4356.73,8623,QUINZENAL,2
5207808,MG,SUDESTE, 0.65,4361.27,3562,SEMANAL,3
4126256,SP,SUDESTE, 0.65,4394.57,4957,QUINZENAL,0
3154002,GO,CENTRO-OESTE, 0.65,4430.66,33284,MENSAL,4
5216809,SP,SUDESTE, 0.65,4552.47,272942,SEMANAL,25
3501509,SC,SUL, 0.65,4561.9,13404,SEMANAL,0
3146701,ES,SUDESTE, 0.65,4712.26,26199,QUINZENAL,2
5106778,GO,CENTRO-OESTE, 0.65,4716.11,895,,
3100807,MG,SUDESTE, 0.65,4727.12,4919,QUINZENAL,5
3526308,SP,SUDESTE, 0.65,47659.23,14948,SEMANAL,9
5211800,SP,SUDESTE, 0.65,4795.69,3600,,0
3523107,GO,CENTRO-OESTE, 0.65,4806.03,4697,SEMANAL,1
4207205,TO,NORTE, 0.65,4821.07,9346,MENSAL,0
3203403,PR,SUL, 0.65,4826.05,14341,SEMANAL,6
5201207,GO,CENTRO-OESTE, 0.65,4836.43,33530,SEMANAL,7
3172103,PR,SUL, 0.65,4839.47,9050,SEMANAL,6
3503505,MG,SUDESTE, 0.65,4868.68,17523,QUINZENAL,7
5219605,MT,CENTRO-OESTE, 0.65,4873.14,2087,QUINZENAL,0
1702000,ES,SUDESTE, 0.65,4946.81,37597,SEMANAL,20
4121901,RS,SUL, 0.65,49768.48,2867,QUINZENAL,8
5221601,SC,SUL, 0.65,5024.85,14250,SEMANAL,1
4103107,PR,SUL, 0.65,5078.68,5280,MENSAL,
3104908,GO,CENTRO-OESTE, 0.65,5096.61,3587,SEMANAL,2
5106703,ES,SUDESTE, 0.65,5156.07,27819,MENSAL,20
3200904,MG,SUDESTE, 0.65,5285.92,6204,QUINZENAL,
3511003,MG,SUDESTE, 0.65,5324.19,8520,QUINZENAL,2
4312617,RJ,SUDESTE, 0.65,5384.88,21265,QUINZENAL,3
4205001,MG,SUDESTE, 0.65,5423.79,6446,QUINZENAL,2
4117206,ES,SUDESTE, 0.65,5471.29,17376,SEMANAL,1
5221007,MG,SUDESTE, 0.65,5472.33,3606,QUINZENAL,3
3200805,SP,SUDESTE, 0.65,5555.48,16213,QUINZENAL,7
3165206,SP,SUDESTE, 0.65,5705.51,2803,QUINZENAL,3
3128402,RO,NORTE, 0.65,5765.75,26533,SEMANAL,0
3305604,GO,CENTRO-OESTE, 0.65,5861.48,5798,MENSAL,0
3100104,MS,CENTRO-OESTE, 0.65,5889.88,5779,SEMANAL,0
3205036,MG,SUDESTE, 0.65,5926.71,41368,SEMANAL,18
3125309,GO,CENTRO-OESTE, 0.65,5972.95,12287,,
3530201,MG,SUDESTE, 0.65,5993.61,184903,,0
3547106,PR,SUL, 0.65,6029.16,11327,SEMANAL,4
1100015,PR,SUL, 0.65,6046.33,6217,SEMANAL,1
5213905,MG,SUDESTE, 0.65,6054.96,8349,,
5008404,PR,SUL, 0.65,6060.48,19230,SEMANAL,0
3136306,RS,SUL, 0.65,6111.91,2636,SEMANAL,5
5217203,MG,SUDESTE, 0.65,6158.41,15260,QUINZENAL,0
3157807,RO,NORTE, 0.65,6160.67,6536,SEMANAL,5
4112702,SP,SUDESTE, 0.65,6196.84,4230,QUINZENAL,0
4119202,MG,SUDESTE, 0.65,6273.74,17157,SEMANAL,8
3123007,MG,SUDESTE, 0.65,6308.65,6669,QUINZENAL,12
4100509,GO,CENTRO-OESTE, 0.65,6325.19,11816,SEMANAL,12
4306551,SC,SUL, 0.65,6359.13,3225,SEMANAL,0
3154903,MG,SUDESTE, 0.65,6390.36,7710,QUINZENAL,4
1100940,SP,SUDESTE, 0.65,6455.5,37091,,15
3527801,MG,SUDESTE, 0.65,6524.37,4242,MENSAL,23
3114204,SP,SUDESTE, 0.65,6572.89,6008,QUINZENAL,7
3152600,SC,SUL, 0.65,6658.93,3218,SEMANAL,
5209952,MG,SUDESTE, 0.65,6666.86,7610,QUINZENAL,0
4219150,SC,SUL, 0.65,6731.81,2613,,
3137106,SP,SUDESTE, 0.65,6733.31,4401,QUINZENAL,6
3544103,MG,SUDESTE, 0.65,6796.14,24180,QUINZENAL,20
3116407,MG,SUDESTE, 0.65,6829.59,7355,QUINZENAL,0
3526605,RS,SUL, 0.65,6906.56,11302,QUINZENAL,0
4215901,PR,SUL, 0.65,6932.02,4305,SEMANAL,1
3137536,SP,SUDESTE, 0.65,6936.12,3816,QUINZENAL,1
4214151,BA,NORDESTE, 0.65,6960.65,84120,SEMANAL,6
3545100,RJ,SUDESTE, 0.65,7038.73,7625,QUINZENAL,9
3157203,GO,CENTRO-OESTE, 0.65,7041.94,7766,,2
3130200,MT,CENTRO-OESTE, 0.65,7084.43,12063,QUINZENAL,0
4314704,SC,SUL, 0.65,7229.87,3140,QUINZENAL,1
4120408,PR,SUL, 0.65,7248.67,23306,SEMANAL,5
3548401,GO,CENTRO-OESTE, 0.65,7312.92,6736,SEMANAL,0
2910727,PR,SUL, 0.65,7319.74,4612,SEMANAL,0
3304508,RS,SUL, 0.65,7323.87,19414,SEMANAL,13
5212303,RS,SUL, 0.65,7347.64,7321,SEMANAL,5
5105200,PR,SUL, 0.65,7417.05,24496,SEMANAL,5
4215752,SP,SUDESTE, 0.65,7426.88,4077,QUINZENAL,3
4106506,PA,NORTE, 0.65,7557.03,5957,SEMANAL,2
5220009,MT,CENTRO-OESTE, 0.65,7585.1,15583,QUINZENAL,2
4115507,MG,SUDESTE, 0.65,7592.14,76422,SEMANAL,15
4314605,PA,NORTE, 0.65,7679.88,168020,QUINZENAL,
4312252,SP,SUDESTE, 0.65,7761.99,2731,QUINZENAL,0
4110102,MG,SUDESTE, 0.65,7789.12,2985,QUINZENAL,0
3508900,MG,SUDESTE, 0.65,7838.19,18359,QUINZENAL,4
1500131,MT,CENTRO-OESTE, 0.65,7898.6,10687,SEMANAL,5
5108600,PR,SUL, 0.65,8200.31,4068,SEMANAL,0
3171204,PR,SUL, 0.65,8248.62,2550,SEMANAL,5
1504208,MS,CENTRO-OESTE, 0.65,8397.47,4732,SEMANAL,1
3554607,MG,SUDESTE, 0.65,8412.88,2479,QUINZENAL,14
3145802,PR,SUL, 0.65,8421.58,8578,SEMANAL,0
3105905,PR,SUL, 0.65,8666.29,2738,SEMANAL,0
5107859,SC,SUL, 0.65,8973.79,8206,SEMANAL,0
4109005,SC,SUL, 0.65,9091.52,5263,SEMANAL,0
4210308,PR,SUL, 0.65,9204.01,18338,SEMANAL,8
4120200,SC,SUL, 0.65,9212.37,2305,SEMANAL,
5003504,MG,SUDESTE, 0.65,9236.49,4880,MENSAL,5
3167509,MG,SUDESTE, 0.65,9436.77,7969,SEMANAL,3
4123303,RS,SUL, 0.65,9442.84,7825,SEMANAL,3
4125902,MT,CENTRO-OESTE, 0.65,9467.99,7790,SEMANAL,4
4212007,GO,CENTRO-OESTE, 0.65,9500.95,5095,SEMANAL,0
4204103,RS,SUL, 0.65,9528.75,11349,QUINZENAL,2
4105706,RS,SUL, 0.65,9545.43,2923,QUINZENAL,5
4214102,RS,SUL, 0.65,9560.55,6632,SEMANAL,1
3117876,PA,NORTE, 0.65,9582.48,17498,SEMANAL,0
3161809,RS,SUL, 0.65,9706.83,7243,QUINZENAL,2
4302451,SP,SUDESTE, 0.65,9765.84,2177,QUINZENAL,2
5102850,PR,SUL, 0.65,9812.55,17018,SEMANAL,10
5202502,SP,SUDESTE, 0.65,9970.37,1675,QUINZENAL,0
4320206,PR,SUL, 0.65,,2072,MENSAL,1
4308052,MG,SUDESTE, 0.65,,5362,QUINZENAL,30
4306056,RS,SUL, 0.65,,4481,QUINZENAL,0
1506161,GO,CENTRO-OESTE, 0.65,,3445,SEMANAL,1
4303301,MT,CENTRO-OESTE, 0.65,,15755,SEMANAL,12
3515806,PR,SUL, 0.65,,4051,SEMANAL,5
4103909,PR,SUL, 0.65,,22593,SEMANAL,8
3556958,GO,CENTRO-OESTE, 0.65,,4009,,5
3102803,SC,SUL, 0.66,4695,7810,SEMANAL,3
5101407,PR,SUL, 0.66,7552,27364,SEMANAL,4
2402003,PR,SUL, 0.66,10018.01,6678,SEMANAL,9
3525805,SP,SUDESTE, 0.66,10149.14,21039,QUINZENAL,2
4311718,SC,SUL, 0.66,10312.36,9734,SEMANAL,5
4124608,PR,SUL, 0.66,10331.87,13665,SEMANAL,2
4216255,SC,SUL, 0.66,10449.16,4777,SEMANAL,1
4121752,SP,SUDESTE, 0.66,10563.66,5209,QUINZENAL,0
3521804,GO,CENTRO-OESTE, 0.66,10611.36,19210,QUINZENAL,
4207908,PR,SUL, 0.66,10629.68,18045,SEMANAL,1
4115408,SP,SUDESTE, 0.66,10656.56,3054,,3
4218756,SP,SUDESTE, 0.66,10859.12,4025,MENSAL,2
3509452,SP,SUDESTE, 0.66,10912.42,2651,QUINZENAL,27
5203302,MG,SUDESTE, 0.66,10915.21,4638,QUINZENAL,2
4101903,PR,SUL, 0.66,10919.04,16300,SEMANAL,5
3519253,SP,SUDESTE, 0.66,10940.35,4089,,7
3529609,RJ,SUDESTE, 0.66,11046.71,7924,SEMANAL,3
3541653,MG,SUDESTE, 0.66,11179.28,50300,SEMANAL,11
3170438,PR,SUL, 0.66,11183.88,10397,SEMANAL,0
4127403,PR,SUL, 0.66,11240.71,17201,SEMANAL,2
3531605,MT,CENTRO-OESTE, 0.66,11336.29,4997,QUINZENAL,0
3300951,SP,SUDESTE, 0.66,11422.69,2308,QUINZENAL,3
3151206,RS,SUL, 0.66,11458.76,12216,SEMANAL,5
4117255,RS,SUL, 0.66,11472.37,2899,QUINZENAL,1
4109302,PA,NORTE, 0.66,11834.88,21379,SEMANAL,6
5106265,SC,SUL, 0.66,11944.91,2052,SEMANAL,25
3507753,MS,CENTRO-OESTE, 0.66,12203.87,13617,SEMANAL,2
4301206,GO,CENTRO-OESTE, 0.66,12455.74,3803,SEMANAL,2
4304952,RS,SUL, 0.66,12668.06,3313,SEMANAL,6
1504455,PR,SUL, 0.66,13050.95,3918,SEMANAL,0
4211876,RS,SUL, 0.66,13206.4,5566,SEMANAL,2
5004304,RS,SUL, 0.66,13649.32,2695,SEMANAL,5
5207352,RS,SUL, 0.66,13693.37,2725,,
4307831,PR,SUL, 0.66,13720.13,3152,SEMANAL,0
4126652,SP,SUDESTE, 0.66,13846.54,4656,QUINZENAL,5
4314076,RS,SUL, 0.66,14107.41,4725,SEMANAL,3
4305850,PR,SUL, 0.66,14326.92,3396,SEMANAL,4
4323705,PR,SUL, 0.66,14947.75,2723,SEMANAL,
4120333,RS,SUL, 0.66,14999.48,3023,SEMANAL,
3508306,RS,SUL, 0.66,15049.59,11658,SEMANAL,10
4314472,GO,CENTRO-OESTE, 0.66,15321.19,11186,SEMANAL,4
4117404,RJ,SUDESTE, 0.66,167391.46,8666,QUINZENAL,8
4102703,PR,SUL, 0.66,17522.82,10153,SEMANAL,4
4306973,PR,SUL, 0.66,17877.93,3392,SEMANAL,7
4312500,SP,SUDESTE, 0.66,17891.67,2734,QUINZENAL,0
5214002,SC,SUL, 0.66,17977.28,17026,QUINZENAL,5
3300936,SP,SUDESTE, 0.66,18057.93,1933,MENSAL,
4102307,SP,SUDESTE, 0.66,18453.23,2478,,3
4103222,SP,SUDESTE, 0.66,18463.63,2269,QUINZENAL,7
3536901,SC,SUL, 0.66,18645.16,17124,QUINZENAL,6
4204558,MG,SUDESTE, 0.66,19098.03,10633,SEMANAL,53
3507456,SP,SUDESTE, 0.66,19170.77,1354,QUINZENAL,2
3514957,MS,CENTRO-OESTE, 0.66,19409.02,16721,SEMANAL,4
3532157,MG,SUDESTE, 0.66,21020.71,6577,SEMANAL,7
4218301,SP,SUDESTE, 0.66,23132.79,2867,QUINZENAL,3
3111804,SP,SUDESTE, 0.66,23843.04,4181,QUINZENAL,1
3555703,BA,NORDESTE, 0.66,24735.98,12036,,
5007109,RN,NORDESTE, 0.66,2995.16,57002,QUINZENAL,38
2402006,PE,NORDESTE, 0.66,3057.79,59048,SEMANAL,21
3121209,GO,CENTRO-OESTE, 0.66,3174.61,4971,SEMANAL,3
3539707,PR,SUL, 0.66,3238.23,72886,SEMANAL,11
3509809,MG,SUDESTE, 0.66,3246.76,2596,,
2919926,MG,SUDESTE, 0.66,3271.77,3802,QUINZENAL,2
2612505,MG,SUDESTE, 0.66,3335.2,9766,QUINZENAL,7
5200050,MG,SUDESTE, 0.66,3397.35,10188,QUINZENAL,15
4119509,GO,CENTRO-OESTE, 0.66,3442.17,6182,DIÁRIO,1
3172202,ES,SUDESTE, 0.66,3451.05,11425,QUINZENAL,2
3163201,MG,SUDESTE, 0.66,3474.31,4123,QUINZENAL,1
3124906,ES,SUDESTE, 0.66,3532.89,10189,QUINZENAL,5
3154101,ES,SUDESTE, 0.66,3626.48,10354,,
5200605,RR,NORTE, 0.66,3642.74,5294,,
3202900,MG,SUDESTE, 0.66,3678.35,3323,SEMANAL,36
3127404,BA,NORDESTE, 0.66,3678.51,262494,QUINZENAL,30
3203106,BA,NORDESTE, 0.66,3710.29,107486,SEMANAL,7
3202652,SP,SUDESTE, 0.66,3796.15,2144,QUINZENAL,1
1400027,MG,SUDESTE, 0.66,3827.81,2594,QUINZENAL,4
3127388,MG,SUDESTE, 0.66,3896.21,10555,QUINZENAL,2
2933307,MG,SUDESTE, 0.66,3925.69,5142,SEMANAL,4
2931350,MG,SUDESTE, 0.66,3939.01,2674,QUINZENAL,
3554656,MG,SUDESTE, 0.66,39431.4,306675,,0
3140209,GO,CENTRO-OESTE, 0.66,3997.65,13938,SEMANAL,5
3109709,MG,SUDESTE, 0.66,3999.27,12976,SEMANAL,0
3155900,GO,CENTRO-OESTE, 0.66,4044.13,2831,SEMANAL,3
3124609,MG,SUDESTE, 0.66,4094.23,6126,QUINZENAL,1
5221700,PA,NORTE, 0.66,4095.99,45201,SEMANAL,3
3102001,GO,CENTRO-OESTE, 0.66,4144.76,18087,SEMANAL,2
3106705,ES,SUDESTE, 0.66,4157.17,14495,SEMANAL,0
3111309,MG,SUDESTE, 0.66,4186.01,14461,SEMANAL,3
5221304,MG,SUDESTE, 0.66,4188.31,3016,QUINZENAL,14
3138005,ES,SUDESTE, 0.66,4237.28,13616,QUINZENAL,1
1508159,MG,SUDESTE, 0.66,4246.96,5222,MENSAL,0
5218904,MG,SUDESTE, 0.66,43.27,11436,QUINZENAL,2
3202702,ES,SUDESTE, 0.66,4304.59,10395,SEMANAL,3
3112000,MG,SUDESTE, 0.66,4328.37,12545,SEMANAL,25
3149507,PR,SUL, 0.66,4358.77,88277,SEMANAL,14
3200300,MG,SUDESTE, 0.66,4363.94,9612,SEMANAL,1
3169109,GO,CENTRO-OESTE, 0.66,4397.76,4933,SEMANAL,0
3204955,SP,SUDESTE, 0.66,4435.45,10296,,
3114105,MG,SUDESTE, 0.66,4460.36,7389,QUINZENAL,0
4100400,ES,SUDESTE, 0.66,4480.59,11271,QUINZENAL,3
3118700,SP,SUDESTE, 0.66,4517.19,7457,QUINZENAL,1
5200852,MG,SUDESTE, 0.66,4528.47,1794,MENSAL,0
3503604,PA,NORTE, 0.66,4536.05,77439,SEMANAL,35
3134806,RJ,SUDESTE, 0.66,4548.64,205830,,
3204401,MG,SUDESTE, 0.66,4584.93,11600,SEMANAL,1
3521606,MG,SUDESTE, 0.66,4627.58,5539,QUINZENAL,3
3103108,MG,SUDESTE, 0.66,4668.32,17064,SEMANAL,9
1500602,MG,SUDESTE, 0.66,4701.55,6469,QUINZENAL,3
3302502,MG,SUDESTE, 0.66,4710.71,21734,QUINZENAL,0
3113909,MG,SUDESTE, 0.66,4784.27,24838,SEMANAL,2
3122405,MG,SUDESTE, 0.66,4834.98,3227,QUINZENAL,2
3108008,SP,SUDESTE, 0.66,4927.34,22383,QUINZENAL,8
4215653,MG,SUDESTE, 0.66,4928.84,4162,,
3101201,RS,SUL, 0.66,49511.87,7116,QUINZENAL,3
3118403,GO,CENTRO-OESTE, 0.66,4961.3,4385,SEMANAL,1
3130101,MG,SUDESTE, 0.66,4964.63,3089,SEMANAL,1
3138302,MG,SUDESTE, 0.66,4985.51,7490,MENSAL,5
3529906,GO,CENTRO-OESTE, 0.66,4993.25,49160,QUINZENAL,5
3124401,BA,NORDESTE, 0.66,5024.65,480949,MENSAL,194
5210562,ES,SUDESTE, 0.66,5081.56,17263,QUINZENAL,1
3114709,MG,SUDESTE, 0.66,5084.76,8716,QUINZENAL,2
3128808,MG,SUDESTE, 0.66,5122.67,7504,SEMANAL,12
5208608,MG,SUDESTE, 0.66,5142.59,14348,SEMANAL,8
4300901,GO,CENTRO-OESTE, 0.66,5147.12,3403,SEMANAL,1
2910800,MG,SUDESTE, 0.66,5223.41,16975,SEMANAL,13
3203502,GO,CENTRO-OESTE, 0.66,5236.88,27120,QUINZENAL,4
3162559,BA,NORDESTE, 0.66,5323.73,196675,QUINZENAL,17
3166907,RJ,SUDESTE, 0.66,5451.41,187479,QUINZENAL,
3114501,MG,SUDESTE, 0.66,5483.71,3114,SEMANAL,
5218391,PA,NORTE, 0.66,5513.55,63251,SEMANAL,
3154309,MG,SUDESTE, 0.66,5632.56,22522,SEMANAL,1
5208905,PR,SUL, 0.66,5635.77,4771,SEMANAL,0
2914802,ES,SUDESTE, 0.66,5661.38,10481,QUINZENAL,14
3301900,RS,SUL, 0.66,5673.51,7414,QUINZENAL,
3159704,RJ,SUDESTE, 0.66,5807.79,16228,QUINZENAL,10
1506138,MG,SUDESTE, 0.66,5844.75,5375,SEMANAL,1
